Brand=["KovaScape"],Reporting Range=["Weekly"],Select week=["Week 15 | 2026-04-05 - 2026-04-11 2026"]
"Search Query","Search Query Score","Search Query Volume","Impressions: Total Count","Impressions: Brand Count","Impressions: Brand Share %","Clicks: Total Count","Clicks: Click Rate %","Clicks: Brand Count","Clicks: Brand Share %","Clicks: Price (Median)","Clicks: Brand Price (Median)","Clicks: Same Day Shipping Speed","Clicks: 1D Shipping Speed","Clicks: 2D Shipping Speed","Cart Adds: Total Count","Cart Adds: Cart Add Rate %","Cart Adds: Brand Count","Cart Adds: Brand Share %","Cart Adds: Price (Median)","Cart Adds: Brand Price (Median)","Cart Adds: Same Day Shipping Speed","Cart Adds: 1D Shipping Speed","Cart Adds: 2D Shipping Speed","Purchases: Total Count","Purchases: Purchase Rate %","Purchases: Brand Count","Purchases: Brand Share %","Purchases: Price (Median)","Purchases: Brand Price (Median)","Purchases: Same Day Shipping Speed","Purchases: 1D Shipping Speed","Purchases: 2D Shipping Speed","Reporting Date"
"8x10 frame","420","9842","285626","50","0.02","3657","37.16","2","0.05","9.99","20.99","697","1988","544","1706","17.33","0","0.0","7.99",,"378","915","250","811","8.24","0","0.0","6.99",,"203","456","96","2026-04-11"
"white shelves office","889","5","252","10","3.97","3","60.0","1","33.33","48.99","48.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"5x7 picture frame glass only no mat","265","3","66","3","4.55","5","166.67","1","20.0","7.19","17.99","4","1","0","1","33.33","1","100.0","17.99","17.99","1","0","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"picture matting 22x28","547","6","242","5","2.07","11","183.33","2","18.18","62.99","64.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"floating shelves 8 inches deep","372","130","3423","127","3.71","69","53.08","1","1.45","26.99","24.99","9","28","8","7","5.38","0","0.0","33.99",,"2","1","2","2","1.54","0","0.0","20.99",,"1","1","0","2026-04-11"
"18x24 frame","107","18829","486635","221","0.05","6749","35.84","3","0.04","28.49","49.99","450","2147","2219","2752","14.62","1","0.04","28.49","49.99","226","929","905","1252","6.65","0","0.0","27.99",,"135","485","385","2026-04-11"
"light rustic shelves","534","6","133","7","5.26","4","66.67","2","50.0","51.99","51.99","0","0","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"kitchen wall shelves","554","2101","54788","78","0.14","748","35.6","0","0.0","29.99",,"111","334","153","118","5.62","0","0.0","26.98",,"15","61","24","15","0.71","0","0.0","25.99",,"1","9","2","2026-04-11"
"hanging bookshelves for wall","548","1189","27862","42","0.15","450","37.85","1","0.22","28.99","24.99","38","222","91","90","7.57","0","0.0","29.75",,"8","47","18","12","1.01","0","0.0","28.49",,"1","6","5","2026-04-11"
"live edge bracket shelf 12"" deep 36"" wide","418","42","1279","88","6.88","3","7.14","1","33.33","112.99","114.99","0","0","3","1","2.38","0","0.0","87.99",,"0","0","1","0","0.0","0",,,,"0","0","0","2026-04-11"
"wood shelf 50x12","936","8","136","8","5.88","5","62.5","1","20.0","69.99","72.99","0","5","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"16x20 wood frame with glass","486","90","2388","15","0.63","56","62.22","2","3.57","40.99","38.99","0","20","22","22","24.44","0","0.0","41.99",,"0","7","9","4","4.44","0","0.0","35.27",,"0","1","2","2026-04-11"
"small book shelf","134","4057","110893","363","0.33","1336","32.93","0","0.0","32.99",,"59","510","339","266","6.56","0","0.0","29.99",,"14","95","74","48","1.18","0","0.0","29.99",,"5","23","9","2026-04-11"
"walnut frames 16x20","85","7","340","1","0.29","7","100.0","1","14.29","52.99","45.99","0","3","2","3","42.86","1","33.33","45.99","45.99","0","0","1","1","14.29","1","100.0","45.99","45.99","0","0","0","2026-04-11"
"picture frames 8.5 x 11 with mat","651","56","1658","23","1.39","20","35.71","1","5.0","8.99","19.99","3","14","0","6","10.71","0","0.0","7.99",,"1","5","0","1","1.79","0","0.0","8.99",,"1","0","0","2026-04-11"
"6x8 picture frame","20","4182","110428","157","0.14","1914","45.77","1","0.05","8.99","18.99","148","1063","417","836","19.99","1","0.12","8.4","18.99","85","501","160","412","9.85","1","0.24","7.99","18.99","52","269","67","2026-04-11"
"picture frames 40x28 grey","725","17","477","17","3.56","13","76.47","1","7.69","95.69","87.99","0","3","7","2","11.76","0","0.0","69.99",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"wall shelves strong","551","28","722","4","0.55","14","50.0","2","14.29","19.99","24.99","0","4","6","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"floating shelf bedside walnut","321","4","87","1","1.15","2","50.0","1","50.0","29.99","51.99","0","0","2","2","50.0","1","50.0","29.99","51.99","0","0","2","0","0.0","0",,,,"0","0","0","2026-04-11"
"wood frame matted to 6x8","276","3","63","2","3.17","3","100.0","1","33.33","19.79","16.99","0","3","0","3","100.0","1","33.33","19.79","16.99","0","3","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"wall shelves set of 2","881","41","989","10","1.01","19","46.34","1","5.26","25.98","24.99","1","7","7","3","7.32","0","0.0","19.97",,"0","2","1","0","0.0","0",,,,"0","0","0","2026-04-11"
"16x24 brown frame","770","25","631","14","2.22","14","56.0","1","7.14","26.99","26.99","0","4","4","7","28.0","0","0.0","28.49",,"0","2","2","3","12.0","0","0.0","31.99",,"0","2","0","2026-04-11"
"12 inch deep shelf","876","153","4289","47","1.1","84","54.9","0","0.0","45.72",,"2","29","15","3","1.96","0","0.0","89.99",,"0","1","1","1","0.65","0","0.0","89.99",,"0","0","0","2026-04-11"
"wall mounted shelves","116","7173","188417","310","0.16","1972","27.49","3","0.15","29.99","24.99","297","704","397","283","3.95","0","0.0","25.99",,"44","105","61","54","0.75","0","0.0","24.98",,"8","26","11","2026-04-11"
"36” wide live edge wood shelf","128","34","642","59","9.19","9","26.47","2","22.22","59.99","109.6","0","4","1","2","5.88","1","50.0","89.99","109.6","0","1","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"wood frame","102","2433","67272","266","0.4","675","27.74","3","0.44","18.99","45.99","63","329","145","149","6.12","1","0.67","15.19","18.99","15","78","30","27","1.11","0","0.0","13.16",,"3","14","5","2026-04-11"
"28 x 40 poster frame with mat","987","22","600","7","1.17","28","127.27","1","3.57","79.99","81.99","0","0","7","1","4.55","0","0.0","49.99",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"30 x 40 frame","600","780","21242","31","0.15","327","41.92","1","0.31","59.99","87.99","11","65","82","91","11.67","0","0.0","55.99",,"6","22","28","23","2.95","0","0.0","55.99",,"1","7","6","2026-04-11"
"vintage oak picture frames 8x10","687","24","533","19","3.56","19","79.17","1","5.26","25.99","18.99","0","0","16","2","8.33","0","0.0","25.99",,"0","0","1","1","4.17","0","0.0","27.99",,"0","0","1","2026-04-11"
"5 inch deep shelves wall live edge","669","11","232","21","9.05","7","63.64","1","14.29","93.99","114.99","0","6","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"12x16 frame with mat","366","1233","35196","138","0.39","535","43.39","1","0.19","18.99","25.99","42","261","127","181","14.68","0","0.0","18.99",,"13","87","47","72","5.84","0","0.0","14.84",,"5","38","18","2026-04-11"
"modern wood floating shelf","811","6","120","12","10.0","4","66.67","1","25.0","65.99","114.99","0","1","3","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"20x8 shelves","519","7","133","8","6.02","6","85.71","2","33.33","25.99","24.99","0","6","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"wall shelf for bedroom","628","4330","104284","63","0.06","1422","32.84","0","0.0","23.99",,"255","557","289","308","7.11","0","0.0","21.99",,"53","124","68","39","0.9","0","0.0","19.98",,"14","18","4","2026-04-11"
"floating shelves for wall 8 inch deep","397","73","1763","61","3.46","40","54.79","2","5.0","46.97","24.99","2","7","19","2","2.74","0","0.0","17.08",,"0","0","2","0","0.0","0",,,,"0","0","0","2026-04-11"
"24x32 frame","645","973","26556","24","0.09","457","46.97","1","0.22","39.99","73.99","2","130","136","129","13.26","0","0.0","35.99",,"1","42","37","51","5.24","0","0.0","34.99",,"1","21","16","2026-04-11"
"12x18 natural wood frame","506","23","491","11","2.24","13","56.52","2","15.38","35.99","45.99","0","8","1","3","13.04","0","0.0","35.99",,"0","2","0","1","4.35","0","0.0","39.99",,"0","0","0","2026-04-11"
"a5 picture frame","201","163","4750","9","0.19","73","44.79","1","1.37","15.99","16.99","1","31","19","19","11.66","1","5.26","11.99","16.99","1","9","3","10","6.13","0","0.0","9.59",,"1","6","0","2026-04-11"
"bronze color 24x36 frame","264","5","105","3","2.86","3","60.0","1","33.33","83.99","83.99","0","0","0","1","20.0","1","100.0","83.99","83.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"frame matted to 24x36","472","74","2395","22","0.92","46","62.16","2","4.35","57.59","87.99","0","12","12","9","12.16","0","0.0","49.99",,"0","3","2","3","4.05","0","0.0","53.58",,"0","3","0","2026-04-11"
"26x16 frame","720","87","2410","17","0.71","43","49.43","1","2.33","37.99","26.99","0","0","9","11","12.64","0","0.0","37.99",,"0","0","3","4","4.6","0","0.0","42.17",,"0","0","1","2026-04-11"
"black wall shelf bedroom","726","25","637","17","2.67","9","36.0","1","11.11","21.24","26.99","4","5","0","2","8.0","0","0.0","13.99",,"1","1","0","1","4.0","0","0.0","29.99",,"1","0","0","2026-04-11"
"brass picture frame 24x36","313","1","22","1","4.55","2","200.0","1","50.0","59.99","76.99","0","1","0","1","100.0","1","100.0","76.99","76.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"11x14 picture frame white vintage","334","24","520","1","0.19","8","33.33","1","12.5","19.99","20.99","0","2","3","3","12.5","1","33.33","18.99","20.99","0","2","1","1","4.17","0","0.0","18.99",,"0","1","0","2026-04-11"
"wall shelves for bedroom","415","10251","243011","89","0.04","3848","37.54","1","0.03","24.98","26.99","588","1737","724","869","8.48","0","0.0","23.99",,"143","388","152","155","1.51","0","0.0","23.82",,"47","71","13","2026-04-11"
"shelves on wall no drilling","601","132","2945","31","1.05","58","43.94","1","1.72","17.99","27.99","4","25","11","5","3.79","0","0.0","15.99",,"0","4","1","1","0.76","0","0.0","15.99",,"0","1","0","2026-04-11"
"8x10 thin natural wood no glare frame","877","4","240","10","4.17","3","75.0","1","33.33","17.99","17.99","0","1","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"8.5 x 11 frame dark wood vintage","979","8","178","7","3.93","3","37.5","1","33.33","24.99","22.99","0","1","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"frame with mat for 5x7 print","635","134","3864","25","0.65","46","34.33","1","2.17","9.99","14.99","15","23","6","17","12.69","0","0.0","7.99",,"5","9","2","8","5.97","0","0.0","5.99",,"3","5","0","2026-04-11"
"8.5 by 11 picture frame round","303","1","60","2","3.33","2","200.0","1","50.0","21.99","21.99","0","2","0","1","100.0","1","100.0","21.99","21.99","0","1","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"solid wood 24"" shelves","489","6","133","15","11.28","5","83.33","2","40.0","25.99","24.99","4","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"8 inch deep shelf","122","186","5226","68","1.3","86","46.24","2","2.33","49.99","24.99","1","18","26","7","3.76","1","14.29","39.99","24.99","0","3","1","1","0.54","0","0.0","15.99",,"0","1","0","2026-04-11"
"wall mounted shelf","406","1793","51691","58","0.11","567","31.62","2","0.35","27.1","24.99","73","226","113","97","5.41","0","0.0","25.99",,"13","34","24","19","1.06","0","0.0","21.99",,"3","7","5","2026-04-11"
"4x6 picture frame matted light oak","221","6","132","6","4.55","4","66.67","1","25.0","18.99","17.99","2","2","0","2","33.33","1","50.0","17.99","17.99","1","1","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"dark wood 5x7 frame","63","3","70","3","4.29","3","100.0","1","33.33","16.99","16.99","0","2","0","3","100.0","1","33.33","16.99","16.99","0","2","0","2","66.67","1","50.0","12.99","16.99","0","1","0","2026-04-11"
"8.5 x 11","254","115","3864","4","0.1","32","27.83","1","3.13","19.86","22.99","4","15","7","22","19.13","1","4.55","19.99","22.99","3","10","4","16","13.91","0","0.0","24.79",,"2","8","3","2026-04-11"
"solid wood frame wirh glass","756","5","110","15","13.64","4","80.0","1","25.0","17.99","17.99","0","4","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"frames with matting","691","321","10342","56","0.54","73","22.74","0","0.0","24.29",,"4","28","21","18","5.61","0","0.0","19.99",,"1","5","5","4","1.25","0","0.0","6.99",,"1","0","1","2026-04-11"
"hanging walnut shelves","59","10","222","4","1.8","6","60.0","1","16.67","55.99","63.99","0","1","5","2","20.0","1","50.0","63.99","63.99","0","0","2","1","10.0","1","100.0","63.99","63.99","0","0","1","2026-04-11"
"8 inch depth floating shelf","656","17","351","22","6.27","10","58.82","1","10.0","29.82","24.99","0","6","3","2","11.76","0","0.0","29.82",,"0","2","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"8.5 by 11 picture frame with mat","522","187","4370","45","1.03","97","51.87","1","1.03","15.99","21.99","12","45","27","26","13.9","0","0.0","9.98",,"4","13","7","12","6.42","0","0.0","9.98",,"3","5","3","2026-04-11"
"live edge walnut floating shelves","115","76","1603","97","6.05","28","36.84","2","7.14","85.95","94.99","0","6","9","5","6.58","1","20.0","63.75","94.99","0","3","0","2","2.63","0","0.0","51.51",,"0","2","0","2026-04-11"
"40x30 walnut frame","914","6","242","8","3.31","5","83.33","1","20.0","99.99","63.99","0","0","1","2","33.33","0","0.0","99.99",,"0","0","0","2","33.33","0","0.0","99.99",,"0","0","0","2026-04-11"
"5x7 frame","9","5002","150694","214","0.14","2108","42.14","5","0.24","9.49","14.99","302","1254","327","978","19.55","3","0.31","8.99","14.99","155","583","153","467","9.34","1","0.21","7.99","14.99","80","289","75","2026-04-11"
"8.5 x 11 frame","5","4398","134064","810","0.6","2031","46.18","4","0.2","8.99","19.99","412","1053","302","1001","22.76","2","0.2","6.99","19.99","244","520","134","560","12.73","2","0.36","6.79","19.99","159","301","58","2026-04-11"
"real wooden frame","284","1","22","2","9.09","1","100.0","1","100.0","13.99","13.99","0","0","0","1","100.0","1","100.0","13.99","13.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"wood 8x10 picture frame","745","303","8644","16","0.19","113","37.29","1","0.88","12.99","18.99","10","65","20","40","13.2","0","0.0","9.99",,"2","23","9","12","3.96","0","0.0","6.99",,"0","7","3","2026-04-11"
"oak frames","533","87","2726","44","1.61","35","40.23","1","2.86","25.99","25.99","9","13","5","6","6.9","0","0.0","22.99",,"2","3","0","1","1.15","0","0.0","22.99",,"0","1","0","2026-04-11"
"sturdy wood shelves floating","759","17","374","15","4.01","10","58.82","1","10.0","65.99","114.99","0","0","4","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"small wall rustic shelves 16"" x 8""","66","1","33","3","9.09","1","100.0","1","100.0","24.99","24.99","0","0","1","1","100.0","1","100.0","24.99","24.99","0","0","1","1","100.0","1","100.0","24.99","24.99","0","0","1","2026-04-11"
"12 inch black floating shelf","259","12","332","3","0.9","10","83.33","1","10.0","31.99","26.99","0","5","2","1","8.33","1","100.0","26.99","26.99","0","0","1","0","0.0","0",,,,"0","0","0","2026-04-11"
"oak picture frames","535","225","7119","80","1.12","79","35.11","0","0.0","23.87",,"1","44","16","25","11.11","0","0.0","29.69",,"0","14","5","4","1.78","0","0.0","9.99",,"0","3","0","2026-04-11"
"shelf wall mount","797","1555","39626","50","0.13","470","30.23","0","0.0","20.99",,"93","217","76","78","5.02","0","0.0","20.99",,"15","44","8","27","1.74","0","0.0","20.99",,"8","16","1","2026-04-11"
"beautiful 8x10 picture frame","569","31","692","2","0.29","12","38.71","2","16.67","23.21","18.99","0","9","1","2","6.45","0","0.0","9.99",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"black wall shelves 12 inches deep","172","14","308","19","6.17","11","78.57","1","9.09","63.99","72.99","0","5","2","2","14.29","1","50.0","63.99","72.99","0","1","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"6x8 wood frame","661","35","981","22","2.24","21","60.0","1","4.76","9.99","16.99","2","12","4","6","17.14","0","0.0","9.99",,"0","3","2","3","8.57","0","0.0","9.99",,"0","2","0","2026-04-11"
"large picture frames","476","1150","35710","93","0.26","310","26.96","0","0.0","37.99",,"24","101","86","55","4.78","0","0.0","36.99",,"4","21","12","8","0.7","0","0.0","34.99",,"0","3","2","2026-04-11"
"wood shelf board","890","314","9400","46","0.49","106","33.76","0","0.0","21.84",,"2","18","19","9","2.87","0","0.0","22.79",,"0","3","2","0","0.0","0",,,,"0","0","0","2026-04-11"
"renter friendly wall shelf","918","65","1352","8","0.59","32","49.23","1","3.13","16.99","24.99","1","15","8","3","4.62","0","0.0","17.99",,"1","2","0","1","1.54","0","0.0","16.99",,"1","0","0","2026-04-11"
"matted 8.5 by 11 picture frame","803","34","1015","12","1.18","21","61.76","1","4.76","9.99","21.99","1","13","5","5","14.71","0","0.0","7.99",,"0","5","0","2","5.88","0","0.0","7.58",,"0","2","0","2026-04-11"
"shelf","11","112524","2963462","406","0.01","26327","23.4","3","0.01","39.89","26.99","2631","8000","4443","5040","4.48","2","0.04","35.99","24.99","596","1582","790","801","0.71","1","0.12","29.99","24.99","184","312","101","2026-04-11"
"metal black shelf","241","39","904","4","0.44","15","38.46","1","6.67","28.99","24.99","1","7","3","1","2.56","1","100.0","24.99","24.99","0","0","1","0","0.0","0",,,,"0","0","0","2026-04-11"
"shelf that is 12 in with","282","2","52","2","3.85","1","50.0","1","100.0","24.99","24.99","0","1","0","1","50.0","1","100.0","24.99","24.99","0","1","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"11x 14 picture frame wood","868","26","832","11","1.32","12","46.15","1","8.33","14.99","24.99","2","6","2","4","15.38","0","0.0","14.99",,"0","2","1","1","3.85","0","0.0","5.99",,"0","0","1","2026-04-11"
"wall mounted bookshelves","445","720","20939","74","0.35","208","28.89","1","0.48","33.98","24.99","10","90","48","28","3.89","0","0.0","33.97",,"1","15","7","2","0.28","0","0.0","19.41",,"0","1","1","2026-04-11"
"wood shelf","7","5525","145948","1507","1.03","1521","27.53","9","0.59","32.99","89.99","153","511","282","219","3.96","1","0.46","29.99","89.99","27","76","41","33","0.6","0","0.0","27.99",,"9","16","5","2026-04-11"
"8” wide by 20” long shelf","938","10","183","8","4.37","5","50.0","1","20.0","28.19","24.99","0","0","3","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"large frames","130","634","18667","56","0.3","166","26.18","2","1.2","41.59","87.99","12","47","56","43","6.78","1","2.33","36.99","87.99","4","13","16","6","0.95","0","0.0","32.99",,"0","2","1","2026-04-11"
"solid wood floating shelves for wall","25","35","1062","14","1.32","14","40.0","2","14.29","51.51","89.99","0","5","3","4","11.43","1","25.0","53.99","94.99","0","1","0","1","2.86","1","100.0","94.99","94.99","0","1","0","2026-04-11"
"bookshelves wall mounted","779","170","4620","14","0.3","56","32.94","1","1.79","32.99","60.99","1","18","16","9","5.29","0","0.0","29.99",,"1","3","3","1","0.59","0","0.0","24.95",,"0","1","0","2026-04-11"
"walnut frames","135","155","3819","30","0.79","58","37.42","2","3.45","29.99","24.99","8","23","23","20","12.9","1","5.0","29.99","24.99","4","8","7","3","1.94","0","0.0","36.99",,"1","1","1","2026-04-11"
"shelfs for bathroom wall","966","106","2760","7","0.25","47","44.34","1","2.13","19.98","24.99","9","18","8","9","8.49","0","0.0","15.99",,"2","2","4","1","0.94","0","0.0","19.82",,"0","0","1","2026-04-11"
"floating wall shelves","399","3553","99466","98","0.1","1324","37.26","1","0.08","25.99","25.99","201","561","242","220","6.19","0","0.0","24.64",,"28","106","34","40","1.13","0","0.0","22.39",,"8","25","4","2026-04-11"
"floating shelves lbs 50, 12'' by 16''","295","1","60","2","3.33","1","100.0","1","100.0","26.99","26.99","0","0","0","1","100.0","1","100.0","26.99","26.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"8.5x11 frame with glass","43","13","631","6","0.95","8","61.54","1","12.5","20.99","19.99","0","5","2","2","15.38","1","50.0","11.99","19.99","0","0","1","2","15.38","1","50.0","11.99","19.99","0","0","1","2026-04-11"
"white floating shelves","467","6439","156958","100","0.06","3119","48.44","0","0.0","24.98",,"543","1382","637","774","12.02","0","0.0","24.29",,"112","372","151","161","2.5","0","0.0","24.98",,"33","84","32","2026-04-11"
"24x36 picture frame with tempeted glass","706","6","126","18","14.29","3","50.0","1","33.33","43.69","78.99","0","2","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"5 x 7 picture frame with mat","462","203","5930","65","1.1","76","37.44","1","1.32","9.99","14.99","13","40","18","29","14.29","0","0.0","9.99",,"7","17","4","12","5.91","0","0.0","9.99",,"5","5","1","2026-04-11"
"floating shelves for wall","28","75917","1856721","558","0.03","25185","33.17","6","0.02","24.99","24.99","4175","10328","5025","4437","5.84","1","0.02","23.99","24.99","832","1868","814","816","1.07","0","0.0","22.99",,"223","360","129","2026-04-11"
"vintage frame","246","1408","37782","4","0.01","376","26.7","1","0.27","18.99","24.99","22","190","89","128","9.09","1","0.78","16.99","24.99","6","66","32","10","0.71","0","0.0","17.08",,"1","6","2","2026-04-11"
"24x30 frame","168","1927","54654","314","0.57","785","40.74","0","0.0","35.49",,"3","202","280","244","12.66","0","0.0","34.99",,"1","70","90","89","4.62","0","0.0","34.99",,"0","31","36","2026-04-11"
"bedroom shelving","923","636","16829","8","0.05","151","23.74","1","0.66","42.99","24.99","12","63","19","32","5.03","0","0.0","49.99",,"3","12","3","7","1.1","0","0.0","29.99",,"2","3","1","2026-04-11"
"18""x24"" matted frame brown wood glass","336","3","51","1","1.96","2","66.67","1","50.0","33.99","64.99","0","0","0","2","66.67","1","50.0","33.99","64.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"vintage wood frame 14x 11","558","9","202","4","1.98","18","200.0","2","11.11","19.99","23.99","0","6","8","2","22.22","0","0.0","19.99",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"wall shelves 8 inches wide","474","15","508","21","4.13","7","46.67","2","28.57","19.99","24.99","4","2","1","1","6.67","0","0.0","19.99",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"best frame for french bistro style artwork 16x24","106","5","113","8","7.08","15","300.0","2","13.33","36.99","45.99","0","0","2","5","100.0","2","40.0","45.99","45.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-04-11"
"deep wall shelves","383","498","13717","148","1.08","178","35.74","0","0.0","29.99",,"14","64","59","21","4.22","0","0.0","29.99",,"4","5","5","6","1.2","0","0.0","27.99",,"1","3","1","2026-04-11"
