Brand=["KovaScape"],Reporting Range=["Weekly"],Select week=["Week 17 | 2026-04-19 - 2026-04-25 2026"]
"Search Query","Search Query Score","Search Query Volume","Impressions: Total Count","Impressions: Brand Count","Impressions: Brand Share %","Clicks: Total Count","Clicks: Click Rate %","Clicks: Brand Count","Clicks: Brand Share %","Clicks: Price (Median)","Clicks: Brand Price (Median)","Clicks: Same Day Shipping Speed","Clicks: 1D Shipping Speed","Clicks: 2D Shipping Speed","Cart Adds: Total Count","Cart Adds: Cart Add Rate %","Cart Adds: Brand Count","Cart Adds: Brand Share %","Cart Adds: Price (Median)","Cart Adds: Brand Price (Median)","Cart Adds: Same Day Shipping Speed","Cart Adds: 1D Shipping Speed","Cart Adds: 2D Shipping Speed","Purchases: Total Count","Purchases: Purchase Rate %","Purchases: Brand Count","Purchases: Brand Share %","Purchases: Price (Median)","Purchases: Brand Price (Median)","Purchases: Same Day Shipping Speed","Purchases: 1D Shipping Speed","Purchases: 2D Shipping Speed","Reporting Date"
"floating book shelves for wall kids","527","1037","43617","49","0.11","231","22.28","0","0.0","26.97",,"40","121","46","56","5.4","0","0.0","24.95",,"6","28","17","6","0.58","0","0.0","25.97",,"1","3","1","2026-04-25"
"rustic brown wall mounted shelves 12 inch","384","20","444","30","6.76","9","45.0","1","11.11","29.99","63.99","0","7","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"14x18 wood frame","598","94","2302","9","0.39","74","78.72","1","1.35","29.99","47.99","0","9","26","9","9.57","0","0.0","29.99",,"0","1","4","2","2.13","0","0.0","27.99",,"0","0","0","2026-04-25"
"16x22 picture frame","997","117","3368","2","0.06","61","52.14","1","1.64","23.99","28.99","1","17","21","22","18.8","0","0.0","21.99",,"0","8","7","7","5.98","0","0.0","21.99",,"0","4","2","2026-04-25"
"live edge shelf 48 inch","798","1","21","4","19.05","1","100.0","1","100.0","102.99","102.99","0","0","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"shelving wall for male room","699","3","66","6","9.09","2","66.67","1","50.0","29.99","63.99","0","1","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"30x24 wooden frame rounded","769","4","86","5","5.81","1","25.0","1","100.0","73.99","73.99","0","0","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"floating shelves wood","451","1271","35630","55","0.15","505","39.73","0","0.0","31.99",,"42","206","125","82","6.45","0","0.0","28.49",,"10","31","22","16","1.26","0","0.0","25.49",,"3","6","5","2026-04-25"
"floating walnut shelves wall mounted","154","10","223","3","1.35","8","80.0","1","12.5","55.99","94.99","1","1","6","4","40.0","1","25.0","55.99","94.99","0","1","3","1","10.0","0","0.0","65.99",,"0","1","0","2026-04-25"
"renter friendly wall shelves","299","302","8609","19","0.22","121","40.07","2","1.65","18.99","24.99","12","44","28","14","4.64","0","0.0","18.99",,"1","4","3","2","0.66","0","0.0","14.35",,"0","2","0","2026-04-25"
"24x36 wood frame","407","707","20137","26","0.13","327","46.25","1","0.31","49.99","28.99","0","72","89","89","12.59","0","0.0","50.99",,"0","21","28","20","2.83","0","0.0","49.99",,"0","5","8","2026-04-25"
"white shelves","79","8905","218442","97","0.04","3568","40.07","1","0.03","29.99","48.99","329","1333","667","1091","12.25","1","0.09","28.99","48.99","123","424","192","115","1.29","0","0.0","23.97",,"24","61","17","2026-04-25"
"30x36 walnut frame","93","6","120","6","5.0","5","83.33","2","40.0","84.99","83.99","0","4","1","3","50.0","1","33.33","84.99","83.99","0","2","1","0","0.0","0",,,,"0","0","0","2026-04-25"
"8 1/2 x 11 picture frame","437","1714","53147","20","0.04","791","46.15","1","0.13","9.99","24.99","128","451","131","383","22.35","0","0.0","6.99",,"73","210","58","218","12.72","0","0.0","6.99",,"47","121","28","2026-04-25"
"heavy duty deep hanging shelves","808","4","204","4","1.96","6","150.0","1","16.67","75.99","63.99","0","0","4","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"picture frames large","428","347","10442","22","0.21","81","23.34","1","1.23","36.99","67.99","7","28","23","21","6.05","0","0.0","38.99",,"1","7","5","3","0.86","0","0.0","43.99",,"0","0","1","2026-04-25"
"24x30 light wood frame with mat","781","4","80","4","5.0","3","75.0","1","33.33","73.99","73.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"30x40 walnut picture frame","896","6","137","3","2.19","5","83.33","1","20.0","60.66","83.99","0","0","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"corner floating shelves wood rounded edge","911","1","60","3","5.0","4","400.0","1","25.0","39.99","89.99","0","2","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"wooden frames","257","1545","49216","92","0.19","488","31.59","1","0.2","22.99","45.99","16","254","101","152","9.84","0","0.0","21.99",,"5","93","23","39","2.52","0","0.0","21.39",,"0","29","3","2026-04-25"
"8x10 picture frame with 5x7 mat opening","130","27","820","5","0.61","15","55.56","1","6.67","13.99","17.99","1","10","3","6","22.22","1","16.67","15.99","17.99","1","5","0","2","7.41","0","0.0","8.99",,"1","1","0","2026-04-25"
"wooden picctireframe 16 c 25","196","1","22","1","4.55","2","200.0","1","50.0","36.09","45.99","0","1","1","2","200.0","1","50.0","36.09","45.99","0","1","1","0","0.0","0",,,,"0","0","0","2026-04-25"
"wall shelf 12 inches wide","396","40","1183","27","2.28","10","25.0","1","10.0","28.37","26.99","2","6","0","3","7.5","0","0.0","28.37",,"1","2","0","2","5.0","0","0.0","15.99",,"1","1","0","2026-04-25"
"urn memorial display shelf","139","109","2173","4","0.18","46","42.2","1","2.17","39.99","26.99","1","30","9","4","3.67","1","25.0","26.99","26.99","1","3","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"wall mounted bookshelf","370","2581","65534","71","0.11","952","36.88","0","0.0","39.99",,"60","363","215","170","6.59","0","0.0","31.99",,"15","64","45","14","0.54","0","0.0","32.99",,"2","3","5","2026-04-25"
"8.5 by 11 picture frame dark wood with glass","658","7","154","7","4.55","5","71.43","1","20.0","25.99","21.99","0","3","2","1","14.29","0","0.0","25.99",,"0","1","0","1","14.29","0","0.0","25.99",,"0","1","0","2026-04-25"
"24 in light wood shelfs","785","5","103","4","3.88","4","80.0","1","25.0","67.99","94.99","0","0","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"8x10 frame 5x7 mat rounded edges","540","5","109","12","11.01","3","60.0","1","33.33","13.0",,"0","0","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"wall & tabletop picture frames","369","4300","111779","71","0.06","227","5.28","0","0.0","21.63",,"17","127","37","54","1.26","0","0.0","19.99",,"9","28","5","9","0.21","0","0.0","16.99",,"4","2","2","2026-04-25"
"14 x 20picture frame with mat & glass","558","11","242","11","4.55","4","36.36","1","25.0","32.99","38.99","0","1","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"shelves ￼","820","88","1793","4","0.22","32","36.36","1","3.13","25.49","26.99","5","8","4","3","3.41","0","0.0","20.99",,"0","3","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"11x14 frame with triangle hanging hook","517","13","780","13","1.67","8","61.54","1","12.5","24.99","20.99","0","4","4","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"boutique frame","613","304","15625","46","0.29","22","7.24","0","0.0","16.14",,"0","15","4","2","0.66","0","0.0","12.31",,"0","1","1","1","0.33","0","0.0","12.31",,"0","0","1","2026-04-25"
"modern farmhouse frame","801","15","374","4","1.07","7","46.67","1","14.29","19.99","24.99","0","4","3","4","26.67","0","0.0","19.99",,"0","3","1","0","0.0","0",,,,"0","0","0","2026-04-25"
"wall shelving system","867","217","5864","3","0.05","77","35.48","1","1.3","59.95","50.43","3","22","19","6","2.76","0","0.0","49.99",,"0","2","1","0","0.0","0",,,,"0","0","0","2026-04-25"
"black shelves for wall","75","2293","56285","82","0.15","938","40.91","2","0.21","23.99","26.99","177","397","212","311","13.56","1","0.32","21.99","26.99","55","139","64","55","2.4","0","0.0","23.99",,"17","23","11","2026-04-25"
"large picture frame with wooden border","873","3","180","3","1.67","3","100.0","1","33.33","83.59","83.99","0","0","3","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"frame for print on canvas","40","1","20","1","5.0","1","100.0","1","100.0","24.99","24.99","0","0","1","1","100.0","1","100.0","24.99","24.99","0","0","1","1","100.0","1","100.0","24.99","24.99","0","0","1","2026-04-25"
"diy embroidery frame 12x15","622","24","406","8","1.97","2","8.33","1","50.0","26.99","26.99","0","2","0","1","4.17","0","0.0","29.99",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"shelves for room wall 16x8","485","5","110","15","13.64","4","80.0","1","25.0","19.99","24.99","0","3","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"small shelves","289","2767","75967","60","0.08","908","32.82","1","0.11","23.99","24.99","124","385","170","143","5.17","0","0.0","20.99",,"21","71","21","32","1.16","0","0.0","17.99",,"4","18","6","2026-04-25"
"12im deep 18im wide shelf","777","5","90","5","5.56","1","20.0","1","100.0","26.99","26.99","0","0","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"floating shelves for wall natural wood 24""","637","5","112","8","7.14","7","140.0","1","14.29","80.74","89.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"18' x 24' frame with mat","990","2","120","2","1.67","1","50.0","1","100.0","48.99","48.99","0","0","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"wood heavy duty ￼16 “deep kitchen floating shelf","533","14","310","12","3.87","19","135.71","1","5.26","39.99","26.99","0","11","3","1","7.14","0","0.0","74.99",,"0","0","1","0","0.0","0",,,,"0","0","0","2026-04-25"
"home decor","240","320763","7627547","125","0.0","79415","24.76","1","0.0","19.99","81.99","9805","22722","10312","25840","8.06","0","0.0","17.08",,"4082","8758","3793","1254","0.39","0","0.0","12.98",,"423","539","143","2026-04-25"
"16x20 walnut frame","476","80","2487","16","0.64","45","56.25","1","2.22","34.99","49.99","1","11","23","17","21.25","0","0.0","34.5",,"1","6","8","5","6.25","0","0.0","34.5",,"0","2","3","2026-04-25"
"farmhouse shelves","468","906","24370","16","0.07","287","31.68","1","0.35","37.99","24.99","15","99","73","52","5.74","0","0.0","28.49",,"2","19","11","3","0.33","0","0.0","20.8",,"1","2","0","2026-04-25"
"floating shelves real wood","465","109","2527","16","0.63","58","53.21","1","1.72","55.99","131.99","1","16","31","6","5.5","0","0.0","63.99",,"0","4","2","2","1.83","0","0.0","63.99",,"0","2","0","2026-04-25"
"12 inch shelf","288","518","14259","61","0.43","208","40.15","1","0.48","22.99","26.99","14","89","79","38","7.34","0","0.0","22.99",,"2","20","13","9","1.74","0","0.0","19.99",,"0","5","3","2026-04-25"
"shelves 24 inches by 12 inches","663","7","155","7","4.52","4","57.14","1","25.0","29.99","26.99","0","1","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"live edge 48 inch floating","489","5","105","15","14.29","4","80.0","1","25.0","79.99","102.99","0","2","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"8.5 x 11 wooden picture frames","708","25","631","6","0.95","18","72.0","1","5.56","20.78","24.99","0","9","8","5","20.0","0","0.0","11.99",,"0","3","2","1","4.0","0","0.0","11.99",,"0","1","0","2026-04-25"
"12 x 16 walnut frame with glass","898","3","66","3","4.55","2","66.67","1","50.0","28.99","28.99","0","1","1","1","33.33","0","0.0","29.99",,"0","1","0","1","33.33","0","0.0","29.99",,"0","1","0","2026-04-25"
"6 in wide wall shelf","42","3","60","1","1.67","3","100.0","1","33.33","14.99","24.99","0","1","0","2","66.67","1","50.0","14.99","24.99","0","0","0","1","33.33","1","100.0","24.99","24.99","0","0","0","2026-04-25"
"frame 30x45 inches","906","7","141","3","2.13","13","185.71","1","7.69","79.99","87.99","0","1","1","1","14.29","0","0.0","97.12",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"real wood black shelves","723","6","144","6","4.17","5","83.33","1","20.0","56.97","47.52","0","1","0","1","16.67","0","0.0","56.97",,"0","0","0","1","16.67","0","0.0","56.97",,"0","0","0","2026-04-25"
"8 inch deep shelf","807","212","6388","41","0.64","119","56.13","0","0.0","44.99",,"5","42","28","17","8.02","0","0.0","46.99",,"0","8","7","1","0.47","0","0.0","69.99",,"0","1","0","2026-04-25"
"8.5 x 11 frame","379","5038","155822","68","0.04","2325","46.15","0","0.0","9.99",,"460","1242","357","1085","21.54","0","0.0","6.99",,"276","567","145","623","12.37","0","0.0","6.99",,"170","344","68","2026-04-25"
"decorative wall shelves","109","1450","39701","12","0.03","473","32.62","1","0.21","28.99","24.99","39","166","95","83","5.72","1","1.2","29.99","24.99","5","33","14","10","0.69","0","0.0","26.99",,"1","6","1","2026-04-25"
"heavy duty deep floating shelves","756","15","345","5","1.45","5","33.33","1","20.0","39.82","26.99","0","3","2","1","6.67","0","0.0","29.99",,"0","0","1","0","0.0","0",,,,"0","0","0","2026-04-25"
"real walnut frame 22x28","348","3","180","3","1.67","3","100.0","2","66.67","67.99","67.99","0","0","3","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"laundry room shelves wall mounted","309","594","15589","14","0.09","221","37.21","2","0.9","39.99","26.99","11","96","60","28","4.71","0","0.0","39.99",,"1","12","8","4","0.67","0","0.0","25.49",,"1","1","1","2026-04-25"
"real wood wall shelf with brackets","500","8","160","14","8.75","6","75.0","1","16.67","46.99","51.99","0","5","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"wall mounted bookshelves","357","686","20150","75","0.37","230","33.53","0","0.0","38.59",,"18","85","62","34","4.96","0","0.0","34.99",,"5","19","4","8","1.17","0","0.0","33.99",,"2","5","1","2026-04-25"
"wood shelf","50","5937","161022","719","0.45","1738","29.27","2","0.12","33.61","114.99","148","600","362","230","3.87","0","0.0","29.99",,"27","76","47","35","0.59","0","0.0","28.49",,"5","15","5","2026-04-25"
"11x14 picture frame gallery","869","11","245","3","1.22","6","54.55","1","16.67","27.99","20.99","0","0","6","1","9.09","0","0.0","27.99",,"0","0","1","0","0.0","0",,,,"0","0","0","2026-04-25"
"white floating shelves","222","5896","145695","137","0.09","2978","50.51","3","0.1","24.99","26.99","486","1335","627","801","13.59","0","0.0","23.97",,"137","387","146","157","2.66","0","0.0","23.97",,"40","84","28","2026-04-25"
"hanging picture frame with matte","178","12","259","2","0.77","6","50.0","1","16.67","20.99","24.99","0","4","2","3","25.0","1","33.33","32.39","24.99","0","2","1","0","0.0","0",,,,"0","0","0","2026-04-25"
"8 inch depth wall shelf","773","32","666","42","6.31","14","43.75","0","0.0","34.99",,"0","7","2","3","9.38","0","0.0","44.09",,"0","3","0","1","3.13","0","0.0","48.99",,"0","1","0","2026-04-25"
"8.5x11 picture frame with glass between picture and frame","618","10","221","9","4.07","7","70.0","1","14.29","20.64","21.99","0","4","3","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"home accessories","720","5919","146983","6","0.0","1671","28.23","1","0.06","16.99","28.99","345","551","223","617","10.42","0","0.0","13.99",,"138","241","101","27","0.46","0","0.0","12.99",,"12","10","2","2026-04-25"
"wood shelf with gold bar","147","12","280","3","1.07","6","50.0","1","16.67","85.0","94.99","0","0","0","5","41.67","1","20.0","85.0","94.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"wooden 8x10 frame","716","44","1077","6","0.56","19","43.18","1","5.26","17.99","17.99","3","8","2","9","20.45","0","0.0","11.99",,"2","5","0","3","6.82","0","0.0","8.99",,"1","2","0","2026-04-25"
"living room wall shelves 16x8","182","1","18","2","11.11","2","200.0","1","50.0","27.99","27.99","0","1","0","1","100.0","1","100.0","27.99","27.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"24x30 picture frame","890","424","12641","40","0.32","144","33.96","0","0.0","37.99",,"0","36","58","51","12.03","0","0.0","37.99",,"0","14","16","21","4.95","0","0.0","36.99",,"0","7","7","2026-04-25"
"live edge floating shelves 8in depth","280","9","202","32","15.84","12","133.33","2","16.67","99.99","102.99","0","0","11","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"picture frames 6x8","119","226","7736","8","0.1","104","46.02","1","0.96","9.88","16.99","5","64","24","35","15.49","1","2.86","6.79","16.99","4","21","6","18","7.96","0","0.0","6.26",,"2","11","3","2026-04-25"
"rustic 8 inch floating shelf","546","4","89","12","13.48","3","75.0","1","33.33","16.99",,"0","1","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"heavy duty wall shelf","242","776","21540","118","0.55","310","39.95","1","0.32","44.97","72.99","16","108","73","33","4.25","0","0.0","39.99",,"0","12","8","4","0.52","0","0.0","39.99",,"0","3","1","2026-04-25"
"srong wire wall shelf","688","3","66","6","9.09","2","66.67","1","50.0","50.99","63.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"wall shelf 18x12","852","4","88","4","4.55","2","50.0","1","50.0","20.99","26.99","0","2","0","1","25.0","0","0.0","20.99",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"ruatic gray floating shelves","875","3","66","3","4.55","3","100.0","1","33.33","33.97","27.99","0","1","1","1","33.33","0","0.0","33.97",,"0","1","0","1","33.33","0","0.0","33.97",,"0","1","0","2026-04-25"
"8 inch deep wall mount shelf","711","3","63","6","9.52","2","66.67","1","50.0","24.99","24.99","0","0","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"floating wood shelves","274","2045","53521","109","0.2","803","39.27","0","0.0","47.97",,"69","302","210","143","6.99","0","0.0","39.82",,"15","57","42","23","1.12","0","0.0","63.99",,"4","9","8","2026-04-25"
"bookshelf wall","378","895","23971","68","0.28","299","33.41","0","0.0","29.97",,"22","124","57","59","6.59","0","0.0","28.99",,"3","32","9","11","1.23","0","0.0","29.97",,"1","6","2","2026-04-25"
"white floating shelves kovascape","24","1","22","5","22.73","1","100.0","1","100.0","24.99","24.99","0","1","0","1","100.0","1","100.0","24.99","24.99","0","1","0","1","100.0","1","100.0","24.99","24.99","0","1","0","2026-04-25"
"24x16 frame real glass","771","5","110","5","4.55","5","100.0","1","20.0","42.49","45.99","0","4","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"floating wall shelves large weight capacity with brackets","56","28","617","7","1.13","25","89.29","3","12.0","58.99","72.99","0","9","2","3","10.71","2","66.67","71.99","44.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"floating shelves for wall 12 inch deep","399","89","2599","64","2.46","47","52.81","0","0.0","44.99",,"2","24","9","7","7.87","0","0.0","59.99",,"0","3","3","2","2.25","0","0.0","59.99",,"0","0","1","2026-04-25"
"solid wood shelves for wall","307","116","4444","88","1.98","49","42.24","0","0.0","65.99",,"2","12","17","4","3.45","0","0.0","39.99",,"0","1","3","0","0.0","0",,,,"0","0","0","2026-04-25"
"kichen shelves","570","18","452","10","2.21","9","50.0","1","11.11","38.99","102.99","2","2","3","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"wall shelves no drilling","286","199","5660","25","0.44","116","58.29","2","1.72","16.88","26.99","17","55","23","11","5.53","0","0.0","14.89",,"1","7","2","4","2.01","0","0.0","11.29",,"1","2","1","2026-04-25"
"48' x 12"" large floating shelves for wall heavy duty","304","10","257","17","6.61","5","50.0","2","40.0","67.99","78.99","0","0","3","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"float shelf","745","103","2715","5","0.18","39","37.86","1","2.56","20.99","112.99","15","11","10","8","7.77","0","0.0","24.99",,"4","2","2","1","0.97","0","0.0","36.97",,"0","1","0","2026-04-25"
"48 inch floating shelf","397","943","23623","27","0.11","465","49.31","1","0.22","62.99","102.99","4","94","169","56","5.94","0","0.0","59.98",,"1","11","15","14","1.48","0","0.0","50.99",,"0","2","2","2026-04-25"
"white floating shelves 8 inches deep","619","10","240","8","3.33","6","60.0","1","16.67","29.99","24.99","0","1","0","1","10.0","0","0.0","42.69",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"live efge 60 invh floating shelf","585","5","110","10","9.09","3","60.0","1","33.33","131.99","131.99","0","1","1","1","20.0","0","0.0","116.99",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"wall floating shelf wood","317","9","187","11","5.88","5","55.56","2","40.0","69.99","131.99","0","0","3","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"wall shelves set of 2 kitchen","671","18","388","7","1.8","4","22.22","1","25.0","26.99","26.99","0","1","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"shelf 16wx12dx","919","5","112","3","2.68","8","160.0","1","12.5","32.99","26.99","0","4","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"wall picture frame with rounded corners","597","4","218","9","4.13","6","150.0","1","16.67","20.99","20.99","0","4","2","1","25.0","0","0.0","23.39",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"8 in deep wall shelf","111","13","279","12","4.3","7","53.85","1","14.29","19.99","24.99","0","2","4","1","7.69","1","100.0","24.99","24.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"heavy duty 12 inch deep shelf","200","1","26","1","3.85","1","100.0","1","100.0","26.99","26.99","0","0","1","1","100.0","1","100.0","26.99","26.99","0","0","1","0","0.0","0",,,,"0","0","0","2026-04-25"
"24x36 poster frame","392","19318","470305","29","0.01","7162","37.07","1","0.01","39.99","27.99","49","1982","2233","3006","15.56","0","0.0","39.99",,"12","836","922","1082","5.6","0","0.0","39.99",,"7","347","362","2026-04-25"
"floating bookshelves for wall","977","518","13284","39","0.29","225","43.44","0","0.0","26.99",,"24","94","68","52","10.04","0","0.0","24.95",,"7","23","13","9","1.74","0","0.0","24.95",,"3","4","0","2026-04-25"
"5 ft live edge wood floating shelf","993","1","20","2","10.0","1","100.0","1","100.0","131.99","131.99","0","0","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"8.5 by 11 picture frame wood","12","88","2326","45","1.93","45","51.14","3","6.67","11.99","21.99","2","27","9","18","20.45","1","5.56","9.89","21.99","2","8","5","7","7.95","1","14.29","11.99","21.99","1","1","4","2026-04-25"
"walnut frame 24x36","474","51","1197","16","1.34","19","37.25","1","5.26","84.99","83.99","0","1","10","3","5.88","0","0.0","89.99",,"0","0","1","1","1.96","0","0.0","131.99",,"0","0","1","2026-04-25"
"heavy duty floating shelves","285","1153","32418","100","0.31","527","45.71","0","0.0","49.99",,"51","158","143","50","4.34","0","0.0","39.9",,"7","19","13","13","1.13","0","0.0","25.64",,"5","6","1","2026-04-25"
"8.5x11 picture frame with mat","55","94","2961","37","1.25","41","43.62","3","7.32","12.59","21.99","7","19","6","19","20.21","2","10.53","8.99","21.99","4","8","4","8","8.51","0","0.0","8.99",,"3","4","0","2026-04-25"
"adhesive shelf heavy duty","874","8","195","3","1.54","5","62.5","1","20.0","23.99","72.99","0","1","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"floating shelf 8 inch deep","306","73","1979","52","2.63","34","46.58","1","2.94","24.69","102.99","3","14","6","2","2.74","0","0.0","19.99",,"0","2","0","1","1.37","0","0.0","20.99",,"0","1","0","2026-04-25"
"frame","291","14141","386538","96","0.02","3108","21.98","0","0.0","15.37",,"540","1415","538","780","5.52","0","0.0","9.99",,"188","379","116","310","2.19","0","0.0","9.99",,"97","147","48","2026-04-25"
"22x28 picture frame","505","219","6833","51","0.75","91","41.55","0","0.0","34.99",,"0","31","23","24","10.96","0","0.0","30.99",,"0","10","4","6","2.74","0","0.0","31.99",,"0","3","0","2026-04-25"
"custom frames for artwork","458","249","7380","18","0.24","93","37.35","1","1.08","42.99","26.99","1","5","3","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"12 inch shelves for wall","231","67","1638","49","2.99","50","74.63","4","8.0","25.99","26.99","1","11","25","3","4.48","0","0.0","19.99",,"0","1","2","0","0.0","0",,,,"0","0","0","2026-04-25"
"gold picture frames","297","11216","290166","19","0.01","3598","32.08","2","0.06","19.99","20.99","254","1734","802","1378","12.29","0","0.0","19.79",,"95","706","299","146","1.3","0","0.0","18.49",,"21","89","21","2026-04-25"
"living edge floating bar shelf 48”","714","2","44","6","13.64","1","50.0","1","100.0","102.99","102.99","0","1","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"picture frames 8x10","600","6985","207711","46","0.02","2598","37.19","0","0.0","15.99",,"404","1337","423","982","14.06","0","0.0","14.99",,"185","537","143","406","5.81","0","0.0","14.99",,"87","240","50","2026-04-25"
"22x28 frame matted to 18x24","763","21","471","5","1.06","10","47.62","1","10.0","32.99","64.99","0","1","4","5","23.81","0","0.0","30.39",,"0","1","1","1","4.76","0","0.0","32.99",,"0","0","0","2026-04-25"
"belle maison frame","520","142","3807","13","0.34","23","16.2","1","4.35","23.73","27.99","0","8","7","1","0.7","0","0.0","19.99",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"black brown shelves","484","11","343","15","4.37","8","72.73","1","12.5","27.99","48.99","0","5","1","1","9.09","0","0.0","17.97",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"wall shelf white computer 8 inch deep","137","4","132","4","3.03","4","100.0","1","25.0","24.24","24.24","0","2","1","1","25.0","1","100.0","24.24","24.24","0","0","1","0","0.0","0",,,,"0","0","0","2026-04-25"
"24x36 frames with glass","694","7","265","6","2.26","6","85.71","1","16.67","69.63","83.99","0","2","2","1","14.29","0","0.0","54.17",,"0","1","0","1","14.29","0","0.0","54.17",,"0","1","0","2026-04-25"
"wood shelves","61","6895","184160","214","0.12","2145","31.11","2","0.09","29.99","94.99","241","751","409","340","4.93","1","0.29","28.83","94.99","38","140","59","42","0.61","0","0.0","27.99",,"5","23","4","2026-04-25"
"gray live edge floating shelves","712","6","133","6","4.51","8","133.33","1","12.5","119.99","114.99","0","0","4","1","16.67","0","0.0","119.99",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"shelf with edge","129","26","549","5","0.91","18","69.23","1","5.56","42.3","114.99","0","3","8","2","7.69","1","50.0","42.3","114.99","0","0","2","1","3.85","0","0.0","42.3",,"0","0","1","2026-04-25"
"light brown 8x10 frame textured","891","3","66","3","4.55","3","100.0","1","33.33","12.74","17.99","1","0","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"matted to 8 by 10","187","5","105","2","1.9","3","60.0","1","33.33","8.99","20.99","0","3","0","1","20.0","1","100.0","20.99","20.99","0","1","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"6x8 light eood frame with frame fir table","831","4","84","4","4.76","3","75.0","1","33.33","7.99","16.99","0","3","0","1","25.0","0","0.0","6.99",,"0","1","0","1","25.0","0","0.0","6.99",,"0","1","0","2026-04-25"
