Brand=["KovaScape"],Reporting Range=["Weekly"],Select week=["Week 17 | 2026-04-19 - 2026-04-25 2026"]
"Search Query","Search Query Score","Search Query Volume","Impressions: Total Count","Impressions: Brand Count","Impressions: Brand Share %","Clicks: Total Count","Clicks: Click Rate %","Clicks: Brand Count","Clicks: Brand Share %","Clicks: Price (Median)","Clicks: Brand Price (Median)","Clicks: Same Day Shipping Speed","Clicks: 1D Shipping Speed","Clicks: 2D Shipping Speed","Cart Adds: Total Count","Cart Adds: Cart Add Rate %","Cart Adds: Brand Count","Cart Adds: Brand Share %","Cart Adds: Price (Median)","Cart Adds: Brand Price (Median)","Cart Adds: Same Day Shipping Speed","Cart Adds: 1D Shipping Speed","Cart Adds: 2D Shipping Speed","Purchases: Total Count","Purchases: Purchase Rate %","Purchases: Brand Count","Purchases: Brand Share %","Purchases: Price (Median)","Purchases: Brand Price (Median)","Purchases: Same Day Shipping Speed","Purchases: 1D Shipping Speed","Purchases: 2D Shipping Speed","Reporting Date"
"wall mounted shelving for boys bedroom heavy duty","930","4","83","3","3.61","3","75.0","1","33.33","105.99","51.99","0","0","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"white shelf","73","7908","199166","307","0.15","2534","32.04","3","0.12","47.99","48.99","142","783","484","817","10.33","0","0.0","47.99",,"44","251","158","66","0.83","0","0.0","23.97",,"13","35","6","2026-04-25"
"walnut floating shelf","400","446","12502","27","0.22","166","37.22","1","0.6","49.99","94.99","6","56","46","45","10.09","0","0.0","37.97",,"1","17","15","9","2.02","0","0.0","34.99",,"0","2","5","2026-04-25"
"picture frames collage wall decor","308","10580","259442","14","0.01","3354","31.7","2","0.06","26.99","20.99","322","1481","690","951","8.99","0","0.0","24.99",,"112","467","183","135","1.28","0","0.0","23.73",,"12","86","21","2026-04-25"
"small shelf for wall","220","4044","106492","220","0.21","1569","38.8","1","0.06","14.99","24.99","209","827","239","345","8.53","0","0.0","13.59",,"51","185","52","109","2.7","0","0.0","11.99",,"19","58","21","2026-04-25"
"wall+book+shelf+22+inch+wide+9+inch+deep","530","4","240","12","5.0","2","50.0","1","50.0","24.99","24.99","0","0","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"22x28 poster frame","951","815","22467","39","0.17","334","40.98","0","0.0","29.99",,"3","98","134","147","18.04","0","0.0","29.99",,"1","39","58","58","7.12","0","0.0","29.99",,"1","21","23","2026-04-25"
"gold industrial pipe shelves","904","7","162","3","1.85","5","71.43","1","20.0","79.99","44.99","0","0","5","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"27x40 inch poster frame","373","2175","53374","33","0.06","921","42.34","1","0.11","47.99","27.99","1","184","258","353","16.23","0","0.0","47.99",,"0","72","108","124","5.7","0","0.0","47.99",,"0","27","50","2026-04-25"
"48 in wood floating shelf","737","7","152","6","3.95","10","142.86","1","10.0","85.99","114.99","0","0","10","1","14.29","0","0.0","85.99",,"0","0","1","0","0.0","0",,,,"0","0","0","2026-04-25"
"shelves that come out 12”","315","3","66","12","18.18","2","66.67","2","100.0","26.99","26.99","0","1","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"wood shelf for wall","81","1035","27527","42","0.15","352","34.01","2","0.57","27.82","24.99","37","141","66","57","5.51","1","1.75","25.64","24.99","6","25","11","9","0.87","0","0.0","16.99",,"2","5","1","2026-04-25"
"wood wall shelf","264","1173","32776","118","0.36","362","30.86","0","0.0","28.49",,"25","116","74","51","4.35","0","0.0","27.18",,"5","19","10","7","0.6","0","0.0","19.99",,"1","4","1","2026-04-25"
"24x30 frame with mat","72","237","8065","132","1.64","76","32.07","1","1.32","56.69","73.99","0","14","33","12","5.06","1","8.33","43.97","73.99","0","1","6","2","0.84","0","0.0","29.9",,"0","1","1","2026-04-25"
"heavy duty white shelves with brackets","845","2","44","4","9.09","2","100.0","1","50.0","27.99","72.99","0","0","1","1","50.0","0","0.0","27.99",,"0","0","1","0","0.0","0",,,,"0","0","0","2026-04-25"
"walnut frame eith mat opening 8” x 12”","165","3","66","3","4.55","2","66.67","1","50.0","28.99","28.99","0","0","1","2","66.67","1","50.0","28.99","28.99","0","0","1","1","33.33","0","0.0","37.99",,"0","0","1","2026-04-25"
"18 by 8 black shelf","641","4","88","8","9.09","1","25.0","1","100.0","44.99","44.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"8 inch deep metal floating shelf","937","4","89","3","3.37","1","25.0","1","100.0",,,"0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"two wood floating shelves","337","17","349","4","1.15","12","70.59","2","16.67","62.99","114.99","0","6","4","3","17.65","0","0.0","63.99",,"0","2","1","0","0.0","0",,,,"0","0","0","2026-04-25"
"24 x 36 floating oak wood frame for canvas","179","2","120","2","1.67","2","100.0","1","50.0","83.99","83.99","0","2","0","1","50.0","1","100.0","83.99","83.99","0","1","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"floating shelf live edge","917","65","1716","40","2.33","20","30.77","0","0.0","84.99",,"0","10","3","2","3.08","0","0.0","80.99",,"0","1","1","0","0.0","0",,,,"0","0","0","2026-04-25"
"floating wood shelves wall mounted","101","170","3513","25","0.71","71","41.76","1","1.41","29.99","94.99","14","22","16","10","5.88","1","10.0","26.99","94.99","3","2","1","3","1.76","0","0.0","26.99",,"2","0","0","2026-04-25"
"real wood picture frames 18x24","143","3","65","4","6.15","2","66.67","1","50.0","45.99","50.99","0","2","0","2","66.67","1","50.0","45.99","50.99","0","2","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"heavy duty wall mount shelf","502","63","1838","14","0.76","16","25.4","1","6.25","75.99","89.99","0","8","4","3","4.76","0","0.0","138.99",,"0","0","1","0","0.0","0",,,,"0","0","0","2026-04-25"
"wood wall mounted shelf","984","25","538","2","0.37","11","44.0","1","9.09","29.99","26.99","0","3","6","2","8.0","0","0.0","31.99",,"0","2","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"heavy duty floating shelf","300","320","9298","55","0.59","122","38.13","1","0.82","39.82","72.99","11","43","38","11","3.44","0","0.0","39.82",,"1","5","3","0","0.0","0",,,,"0","0","0","2026-04-25"
"solid wood picture frame","932","91","2321","3","0.13","29","31.87","1","3.45","20.98","13.99","3","11","12","5","5.49","0","0.0","20.99",,"0","2","2","0","0.0","0",,,,"0","0","0","2026-04-25"
"wall shelf floating 7” wood","966","2","44","2","4.55","1","50.0","1","100.0","24.99","24.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"36 x 48 walnut frame","887","3","64","3","4.69","1","33.33","1","100.0","83.99","83.99","0","0","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"shelves bigger than 14 inches by 10 in deep","191","6","123","1","0.81","9","150.0","1","11.11","26.99","26.99","0","7","2","2","33.33","1","50.0","26.99","26.99","0","1","1","0","0.0","0",,,,"0","0","0","2026-04-25"
"folding shelf wall mount","956","12","448","2","0.45","5","41.67","1","20.0","24.99","24.99","0","2","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"hanging book shelf for wall","646","125","2992","8","0.27","47","37.6","1","2.13","28.99","26.99","0","30","10","14","11.2","0","0.0","27.96",,"0","10","3","3","2.4","0","0.0","24.95",,"0","3","0","2026-04-25"
"rounded edge wood floating shelves","483","8","177","15","8.47","5","62.5","1","20.0","104.49","112.99","0","3","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"24x36 frame","381","9010","247614","31","0.01","3164","35.12","1","0.03","42.99","83.99","15","796","1006","1020","11.32","0","0.0","42.75",,"0","282","334","319","3.54","0","0.0","42.49",,"0","108","114","2026-04-25"
"rustic wood floating shelf with metal brackets","750","1","22","5","22.73","1","100.0","1","100.0","63.99","63.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"weight bearing shelves 12 inch depth","973","1","60","2","3.33","3","300.0","1","33.33","63.99","63.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"wooden picture frames 8x10","387","439","13401","30","0.22","155","35.31","1","0.65","17.99","17.99","18","85","28","52","11.85","0","0.0","17.99",,"6","27","9","11","2.51","0","0.0","16.99",,"0","6","3","2026-04-25"
"light wood floating shelves","405","515","13835","63","0.46","283","54.95","0","0.0","34.99",,"7","139","74","57","11.07","0","0.0","27.99",,"1","27","20","6","1.17","0","0.0","27.99",,"0","3","3","2026-04-25"
"solid wood shelves 50 invh","812","2","44","4","9.09","5","250.0","1","20.0","102.99","102.99","0","0","4","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"waterproof floating shelf heavy duty","661","6","127","7","5.51","1","16.67","1","100.0","94.99","94.99","0","1","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"floating shelves 8 inches deep","221","172","4199","109","2.6","104","60.47","4","3.85","28.99","48.99","3","44","38","9","5.23","0","0.0","29.97",,"1","5","2","2","1.16","0","0.0","19.94",,"0","2","0","2026-04-25"
"8x 10 frame no mat real glass","535","6","360","12","3.33","4","66.67","1","25.0","17.99","17.99","0","0","3","1","16.67","0","0.0","19.99",,"0","0","1","1","16.67","0","0.0","19.99",,"0","0","1","2026-04-25"
"thin wood picture frame","494","37","1257","14","1.11","22","59.46","1","4.55","28.99","47.99","0","11","9","2","5.41","0","0.0","9.99",,"0","2","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"12x24 picture frame","848","963","23848","4","0.02","440","45.69","1","0.23","21.99","47.99","2","112","146","169","17.55","0","0.0","21.99",,"1","53","67","68","7.06","0","0.0","21.99",,"0","31","25","2026-04-25"
"16 x20 matted 11x14 picture frame","903","3","99","3","3.03","3","100.0","1","33.33","26.99","20.99","0","2","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"small shelves for wall","319","1462","39235","47","0.12","562","38.44","1","0.18","16.99","24.99","80","298","71","128","8.76","0","0.0","16.71",,"15","76","16","33","2.26","0","0.0","16.99",,"3","21","6","2026-04-25"
"wall shelf 8 inch deep","552","63","1598","48","3.0","35","55.56","0","0.0","29.97",,"4","11","15","4","6.35","0","0.0","21.29",,"1","1","2","0","0.0","0",,,,"0","0","0","2026-04-25"
"36x24 frame matted","949","2","120","2","1.67","1","50.0","1","100.0","83.99","83.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"frames","406","26817","758674","63","0.01","6205","23.14","0","0.0","19.99",,"1073","2925","965","1810","6.75","0","0.0","19.7",,"367","888","253","554","2.07","0","0.0","16.99",,"147","273","83","2026-04-25"
"22x28 frame with 18x24 opening mat","112","4","240","12","5.0","4","100.0","1","25.0","59.99","64.99","0","3","1","1","25.0","1","100.0","64.99","64.99","0","1","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"22x28 mat for 18x24 picture","676","22","623","7","1.12","4","18.18","1","25.0","32.99","64.99","0","0","1","2","9.09","0","0.0","32.99",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"20x30 picture frames for wall with glass","859","6","122","3","2.46","5","83.33","1","20.0","56.69","55.99","0","2","3","1","16.67","0","0.0","79.0",,"0","0","1","0","0.0","0",,,,"0","0","0","2026-04-25"
"8x11 picture frame","23","3591","96230","7","0.01","1436","39.99","1","0.07","6.99","21.99","237","834","225","731","20.36","1","0.14","5.99","21.99","131","423","99","358","9.97","1","0.28","5.99","21.99","65","224","43","2026-04-25"
"solid wood live edge floating shelves 9 x 36","840","2","44","4","9.09","2","100.0","1","50.0","114.99","114.99","0","0","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"6x8 frame with stand","35","2","66","2","3.03","1","50.0","1","100.0","16.99","16.99","0","1","0","1","50.0","1","100.0","16.99","16.99","0","1","0","1","50.0","1","100.0","16.99","16.99","0","1","0","2026-04-25"
"wood shelf for exercise room","171","4","114","2","1.75","1","25.0","1","100.0","89.99","89.99","0","0","1","1","25.0","1","100.0","89.99","89.99","0","0","1","0","0.0","0",,,,"0","0","0","2026-04-25"
"aesthetic photo frames 24x36","914","3","66","3","4.55","3","100.0","1","33.33","83.99","83.99","0","0","3","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"glass spacer, photos and glass","780","2","120","4","3.33","2","100.0","1","50.0","48.95","81.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"frames 8x10","273","5341","146599","36","0.02","1951","36.53","2","0.1","15.99","17.99","403","963","322","744","13.93","0","0.0","15.99",,"194","356","107","311","5.82","0","0.0","14.68",,"111","143","34","2026-04-25"
"floating book shelves for wall 10inch depth","655","8","177","7","3.95","4","50.0","1","25.0","24.99","24.99","3","1","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"￼live edge floating shelves 36 inches wide 12 inches deep","416","8","176","24","13.64","8","100.0","1","12.5","114.99","114.99","0","5","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"5x7 light oak wood picture frame","893","3","180","3","1.67","1","33.33","1","100.0","14.99","14.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"8x10 picture frame with glass front","150","30","1092","3","0.27","16","53.33","1","6.25","16.99","17.99","0","11","2","4","13.33","1","25.0","15.88","17.99","0","1","1","1","3.33","0","0.0","15.88",,"0","0","1","2026-04-25"
"12 inch wide kitchen shelves for plates","636","6","122","8","6.56","2","33.33","1","50.0","78.99","78.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"cute wall shelves sturdy","796","9","198","4","2.02","3","33.33","1","33.33","24.99","24.99","0","1","1","1","11.11","0","0.0","28.95",,"0","0","1","0","0.0","0",,,,"0","0","0","2026-04-25"
"8.5x14 matted frame","954","15","403","2","0.5","10","66.67","1","10.0","15.99","25.99","0","0","7","2","13.33","0","0.0","9.99",,"0","0","2","2","13.33","0","0.0","9.99",,"0","0","2","2026-04-25"
"floating shelves 36 inch long","43","1","22","1","4.55","1","100.0","1","100.0","114.99","114.99","0","0","1","1","100.0","1","100.0","114.99","114.99","0","0","1","1","100.0","1","100.0","114.99","114.99","0","0","1","2026-04-25"
"22x28 frame","6","1892","52378","405","0.77","835","44.13","5","0.6","33.99","64.99","6","219","310","299","15.8","1","0.33","31.99","64.99","4","84","114","108","5.71","1","0.93","32.29","64.99","2","31","44","2026-04-25"
"25 by 8 inch wall shelf","855","2","44","4","9.09","2","100.0","1","50.0","27.99","27.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"picture frame 16x24","556","314","9386","11","0.12","116","36.94","1","0.86","24.99","47.99","5","35","43","35","11.15","0","0.0","24.99",,"1","14","11","11","3.5","0","0.0","24.72",,"0","8","1","2026-04-25"
"wooden 8x10 picture frames","411","1050","22807","24","0.11","416","39.62","1","0.24","16.99","17.99","46","245","73","172","16.38","0","0.0","14.79",,"20","105","31","76","7.24","0","0.0","12.99",,"16","43","12","2026-04-25"
"8x10 photo matt for 16x20 frame","748","25","522","5","0.96","7","28.0","1","14.29","35.49","28.99","0","2","1","3","12.0","0","0.0","20.69",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"floating bookshelf","276","3979","97340","109","0.11","1583","39.78","0","0.0","26.99",,"188","754","313","361","9.07","0","0.0","24.95",,"45","176","67","56","1.41","0","0.0","20.99",,"9","32","8","2026-04-25"
"book shelf wide","186","350","10096","2","0.02","111","31.71","1","0.9","99.99","26.99","0","12","20","12","3.43","1","8.33","94.99","26.99","0","2","2","1","0.29","0","0.0","39.39",,"0","1","0","2026-04-25"
"48 inch live edge floating shelf","263","36","837","82","9.8","28","77.78","1","3.57","97.99","102.99","0","4","13","1","2.78","0","0.0","79.99",,"0","0","1","0","0.0","0",,,,"0","0","0","2026-04-25"
"floating shelves 2” height 8” deep","674","9","186","7","3.76","12","133.33","1","8.33","57.99","89.99","0","2","7","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"3 32x 12 shelves","634","3","66","8","12.12","2","66.67","1","50.0","47.49","63.99","0","0","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"mounted shelves","382","583","15438","31","0.2","170","29.16","1","0.59","25.49","26.99","25","63","34","25","4.29","0","0.0","26.99",,"4","12","2","4","0.69","0","0.0","16.71",,"0","3","0","2026-04-25"
"wood shelf 24x8 with bracket","652","2","44","7","15.91","1","50.0","1","100.0","44.99","44.99","0","1","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"8inch black wood shelves","818","2","40","4","10.0","1","50.0","1","100.0","24.99","24.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"small shelf","59","12678","330932","239","0.07","3889","30.68","2","0.05","24.0","24.99","428","1676","816","768","6.06","1","0.13","21.99","24.99","94","344","170","151","1.19","0","0.0","19.99",,"35","81","21","2026-04-25"
"18” wood floating shelf","569","11","245","10","4.08","23","209.09","1","4.35","65.99","94.99","0","4","15","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"wall bookshelves","7","955","26160","103","0.39","318","33.3","2","0.63","29.97","26.99","21","153","71","54","5.65","2","3.7","24.98","26.99","6","29","11","7","0.73","1","14.29","26.99","26.99","1","4","2","2026-04-25"
"60 inch live edge floating shelf","227","61","1366","121","8.86","26","42.62","3","11.54","132.99","131.99","0","2","6","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"16x24 frame","239","9814","241534","94","0.04","4142","42.21","2","0.05","24.99","45.99","220","1406","1430","1861","18.96","0","0.0","24.35",,"102","636","650","689","7.02","0","0.0","22.99",,"54","246","247","2026-04-25"
"16x28 frame","440","214","5511","19","0.34","78","36.45","1","1.28","35.25","47.99","0","14","22","12","5.61","0","0.0","31.98",,"0","1","7","6","2.8","0","0.0","31.98",,"0","1","3","2026-04-25"
"buy boder for a picture","684","2","40","6","15.0","1","50.0","1","100.0","53.99","53.99","0","0","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"shelf boards 12 inch deep","318","188","5238","85","1.62","65","34.57","0","0.0","22.99",,"4","15","7","4","2.13","0","0.0","29.99",,"1","1","0","2","1.06","0","0.0","29.99",,"1","1","0","2026-04-25"
"wood grain floating shelves for wall","751","19","423","5","1.18","10","52.63","1","10.0","26.99","24.99","2","1","3","1","5.26","0","0.0","17.09",,"1","0","0","1","5.26","0","0.0","17.09",,"1","0","0","2026-04-25"
"oak picture frames 8x10","410","97","2596","25","0.96","32","32.99","1","3.13","17.99","17.99","3","22","6","9","9.28","0","0.0","17.99",,"3","6","0","2","2.06","0","0.0","9.99",,"1","1","0","2026-04-25"
"toffee wood color flooting ahelvees","566","10","220","10","4.55","9","90.0","1","11.11","54.99","112.99","0","5","1","1","10.0","0","0.0","54.99",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"24x8 wall shelves","986","9","200","2","1.0","3","33.33","1","33.33","24.99","24.99","0","1","1","1","11.11","0","0.0","48.99",,"0","0","1","0","0.0","0",,,,"0","0","0","2026-04-25"
"5 inch deep 24 inch long floating shelf","525","10","214","12","5.61","11","110.0","1","9.09","34.82","89.99","0","0","0","1","10.0","0","0.0","49.99",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"kitchen shelf","457","10470","254310","55","0.02","3660","34.96","0","0.0","49.98",,"382","1228","650","672","6.42","0","0.0","47.99",,"78","218","130","98","0.94","0","0.0","39.99",,"15","42","18","2026-04-25"
"18 x 24 wood frame","561","180","5168","11","0.21","91","50.56","1","1.1","31.49","50.99","4","15","42","28","15.56","0","0.0","31.49",,"2","4","14","12","6.67","0","0.0","34.29",,"1","3","6","2026-04-25"
"36 inch floating shelves for kitchen","461","19","419","17","4.06","17","89.47","1","5.88","79.99","112.99","0","1","7","3","15.79","0","0.0","79.99",,"0","1","2","2","10.53","0","0.0","64.79",,"0","0","2","2026-04-25"
"24x28 frame matted to 20x24","758","45","1142","5","0.44","23","51.11","1","4.35","44.99","64.99","0","5","7","5","11.11","0","0.0","32.99",,"0","1","2","3","6.67","0","0.0","36.99",,"0","1","1","2026-04-25"
"slim metal frame 16x20","128","9","267","5","1.87","5","55.56","1","20.0","39.98","43.99","0","0","3","1","11.11","1","100.0","43.99","43.99","0","0","1","0","0.0","0",,,,"0","0","0","2026-04-25"
"b08c2bc2lv","741","523","1894","5","0.26","451","86.23","1","0.22","64.99","28.99","1","18","17","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"heavy duty wood wall shelf","838","9","193","4","2.07","5","55.56","1","20.0","36.89","26.99","0","1","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"24 x30 picture frame with mat","813","3","66","4","6.06","3","100.0","1","33.33","66.99","73.99","0","0","0","1","33.33","0","0.0","63.99",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"11x14 frame rounded corners","148","7","145","3","2.07","4","57.14","1","25.0","20.99","20.99","1","0","0","2","28.57","1","50.0","17.99","20.99","1","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"12x16 wooden picture frames with glass","134","2","120","4","3.33","1","50.0","1","100.0","25.99","25.99","0","1","0","1","50.0","1","100.0","25.99","25.99","0","1","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"scalloped edge frame","135","29","698","4","0.57","9","31.03","1","11.11","25.99","28.99","0","4","3","3","10.34","1","33.33","35.98","28.99","0","2","1","0","0.0","0",,,,"0","0","0","2026-04-25"
"7 inch white shelf","947","6","239","2","0.84","6","100.0","1","16.67","33.99","48.99","0","3","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"heavy duty shelves with brackets","783","4","80","4","5.0","1","25.0","1","100.0","24.99","24.99","0","1","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"vintage frames","496","4161","105903","14","0.01","1421","34.15","1","0.07","22.99","28.99","93","722","316","470","11.3","0","0.0","19.99",,"29","272","89","41","0.99","0","0.0","19.99",,"4","24","10","2026-04-25"
"18x24 photo frame glass","971","8","178","2","1.12","2","25.0","1","50.0","53.99","53.99","0","0","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"flat edge floating shelves","825","1","22","4","18.18","1","100.0","1","100.0","89.99","89.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"8.5 x 6.5 frame","184","22","678","2","0.29","7","31.82","1","14.29","12.79","21.99","1","1","4","1","4.55","1","100.0","21.99","21.99","0","0","1","0","0.0","0",,,,"0","0","0","2026-04-25"
"live edge wood shelf","482","91","2972","52","1.75","30","32.97","0","0.0","80.99",,"0","6","8","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"رفوف حائط","991","31","619","2","0.32","6","19.35","1","16.67","20.99","26.99","2","1","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"72 inch floating shelf","727","487","12559","43","0.34","232","47.64","0","0.0","127.49",,"1","78","40","23","4.72","0","0.0","125.99",,"0","7","3","4","0.82","0","0.0","107.09",,"0","2","0","2026-04-25"
"heavy duty wood laundry room wall shelf","686","5","111","6","5.41","3","60.0","1","33.33","47.69","65.99","0","0","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"frame 15x20","828","79","2482","4","0.16","29","36.71","1","3.45","21.99","47.99","0","8","13","6","7.59","0","0.0","21.99",,"0","3","1","4","5.06","0","0.0","21.99",,"0","2","1","2026-04-25"
"12 inch floating shelf","99","482","13534","30","0.22","233","48.34","1","0.43","22.99","26.99","23","121","58","33","6.85","1","3.03","17.89","26.99","3","17","10","10","2.07","0","0.0","15.99",,"0","8","2","2026-04-25"
"floating shelves 8 inch 4 feet","602","8","133","9","6.77","4","50.0","1","25.0","38.99","60.99","0","2","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"12x16 frame with mat","267","1318","35035","79","0.23","552","41.88","1","0.18","18.99","25.99","52","250","148","177","13.43","0","0.0","17.99",,"22","87","38","75","5.69","0","0.0","12.76",,"10","36","17","2026-04-25"
"wall shelf for bedroom","246","4025","97194","115","0.12","1256","31.2","1","0.08","23.99","26.99","194","515","267","269","6.68","0","0.0","20.99",,"54","108","49","46","1.14","0","0.0","19.94",,"10","24","4","2026-04-25"
"24x32 frame","444","1011","27902","19","0.07","471","46.59","1","0.21","38.99","73.99","0","141","171","150","14.84","0","0.0","37.99",,"0","43","60","52","5.14","0","0.0","34.99",,"0","17","25","2026-04-25"
"57 inch floating wood shelves love edge","136","2","44","4","9.09","1","50.0","1","100.0","131.99","131.99","0","0","1","1","50.0","1","100.0","131.99","131.99","0","0","1","0","0.0","0",,,,"0","0","0","2026-04-25"
"montauk wood shelves","340","3","24","3","12.5","3","100.0","2","66.67","94.99","94.99","0","2","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"picture frame 24 x 36 dark wood","181","3","73","2","2.74","2","66.67","1","50.0","48.99","75.65","0","0","0","1","33.33","1","100.0","75.65","75.65","0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"wall shelves for bedroom","321","9025","218958","47","0.02","3246","35.97","1","0.03","24.99","26.99","543","1387","628","673","7.46","0","0.0","23.97",,"121","266","126","101","1.12","0","0.0","20.99",,"26","47","17","2026-04-25"
"small floating wood book shelf","679","8","254","7","2.76","6","75.0","1","16.67","37.99",,"0","3","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"12 shelves for wall","435","42","1057","20","1.89","21","50.0","1","4.76","29.99","26.99","2","11","7","1","2.38","0","0.0","39.99",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"12 inch deep floating shelves for wall in dark walnut cherry wood","726","6","198","6","3.03","5","83.33","1","20.0","43.99","26.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"wall mounted shelf","649","1750","51485","44","0.09","577","32.97","0","0.0","22.99",,"92","232","135","93","5.31","0","0.0","21.99",,"19","47","11","27","1.54","0","0.0","20.8",,"6","13","3","2026-04-25"
"12 x 20 shelf","824","46","1649","4","0.24","23","50.0","1","4.35","28.99","26.99","1","3","10","1","2.17","0","0.0","27.98",,"1","0","0","0","0.0","0",,,,"0","0","0","2026-04-25"
"white modern shelving unit","37","1","23","1","4.35","2","200.0","1","50.0","26.99","26.99","0","2","0","1","100.0","1","100.0","26.99","26.99","0","1","0","1","100.0","1","100.0","26.99","26.99","0","1","0","2026-04-25"
"invisible shelf floating","610","99","2195","9","0.41","30","30.3","1","3.33","19.94","114.99","6","14","4","5","5.05","0","0.0","17.99",,"0","2","1","0","0.0","0",,,,"0","0","0","2026-04-25"
